Time,stratify_key,protocol_cat_encoded
35.264017,5_4,3
35.266406,5_4,4
35.267003,4_4,4
35.267251,4_4,4
35.267946,5_4,3
35.26931,4_4,4
35.269417,5_4,3
35.270454,5_4,3
35.271124,4_4,4
35.271421,4_4,4
35.272096,5_4,3
35.273232,6_3,4
35.273277,4_4,4
35.276513,6_3,4
35.276557,4_4,4
35.282977,6_3,4
35.282977,6_3,4
35.282977,6_3,4
35.282977,6_3,4
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.285798,6_4,3
35.288395,5_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288485,6_4,3
35.288535,5_4,3
35.288649,5_4,3
35.28876,5_4,3
35.288853,5_4,3
35.288935,5_4,3
35.289012,5_4,3
35.289117,5_4,3
35.289305,5_4,3
35.28946,5_4,3
35.289539,5_4,3
35.289614,5_4,3
35.289691,6_4,3
35.289691,6_3,4
35.289691,6_3,4
35.289691,6_3,4
35.289705,5_4,3
35.291263,5_4,3
35.291702,5_4,3
35.292069,5_4,3
35.292455,5_4,3
35.298861,6_4,3
35.298861,6_4,3
35.298861,6_3,4
35.298861,6_3,4
35.30119,5_4,4
35.305692,5_4,4
35.306045,5_4,4
35.306342,5_4,4
35.314791,6_3,4
35.318622,4_4,4
35.318771,4_4,4
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.322168,6_4,3
35.3226,5_4,3
35.322746,5_4,3
35.322855,5_4,3
35.322961,5_4,3
35.32307,5_4,3
35.323176,5_4,3
35.323315,5_4,3
35.32344,5_4,3
35.323555,5_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323625,6_4,3
35.323789,5_4,3
35.323925,5_4,3
35.324057,5_4,3
35.324177,5_4,3
35.324342,5_4,3
35.325194,5_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.327749,6_4,3
35.329287,5_4,3
35.334205,5_4,4
35.334205,5_4,4
35.334283,5_4,4
35.334577,5_4,4
35.336106,5_4,3
35.337159,5_4,4
35.344582,6_4,3
35.344582,6_4,3
35.344582,6_4,3
35.344582,6_4,3
35.347178,6_4,3
35.347178,6_4,3
35.347178,6_4,3
35.350963,5_4,3
35.353736,5_4,3
35.356424,4_4,4
35.360872,5_4,4
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.368721,6_4,3
35.36943,5_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.371738,6_4,3
35.372634,5_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.373886,6_4,3
35.374582,5_4,3
35.375005,5_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.375221,6_4,3
35.376041,5_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.378241,6_4,3
35.379558,5_4,3
35.379786,6_3,4
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380331,6_4,3
35.380642,5_4,3
35.380938,6_4,3
35.380938,6_4,3
35.381812,6_4,3
35.381812,5_3,4
35.381812,5_3,4
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.381812,6_4,3
35.382464,6_4,3
35.382464,6_4,3
35.382464,6_4,3
35.382464,6_4,3
35.382464,6_4,3
35.383057,5_4,3
35.383565,5_4,3
35.383687,5_4,3
35.383778,5_4,3
35.383875,5_4,3
35.383991,5_4,3
35.384099,5_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.384183,6_4,3
35.385304,5_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.38597,6_4,3
35.386285,6_4,3
35.386285,6_4,3
35.387603,6_4,3
35.387848,5_4,3
35.388374,5_4,3
35.388541,5_4,3
35.390664,6_4,3
35.390664,6_4,3
35.390664,6_4,3
35.390664,6_4,3
35.390664,6_4,3
35.390664,6_4,3
35.397054,6_4,3
35.397054,6_4,3
35.397054,6_4,3
35.397054,6_4,3
35.397054,6_4,3
35.397344,5_4,3
35.402091,5_4,4
35.402607,6_4,3
35.407404,5_4,3
35.409066,6_4,3
35.420208,4_4,4
35.42613,6_4,3
35.427724,6_4,3
35.471781,4_3,4
35.472094,4_3,4
35.472328,4_3,4
35.476353,4_3,4
35.476353,4_3,4
35.476353,4_3,4
35.476486,4_3,4
35.476554,4_3,4
35.476583,4_3,4
35.476774,4_3,4
35.47705,4_3,4
35.477289,4_3,4
35.478284,4_3,4
35.478351,4_3,1
35.480387,4_3,4
35.480478,4_3,1
35.480606,4_3,4
35.480656,4_3,1
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482242,4_3,4
35.482401,4_3,4
35.482469,4_3,4
35.482499,4_3,4
35.482565,4_3,4
35.482634,4_3,1
35.482812,4_3,4
35.482864,4_3,1
35.482946,4_3,4
35.482989,4_3,1
35.48527,4_3,4
35.48527,4_3,4
35.48527,4_3,4
35.48527,4_3,4
35.48527,4_3,4
35.48527,4_3,4
35.504573,5_4,4
35.504573,5_4,4
35.504573,5_4,4
35.504649,5_4,4
35.524307,4_3,1
35.524552,4_3,4
35.5271,5_4,3
35.527127,4_3,4
35.52718,4_3,4
35.528175,5_4,3
35.529338,5_4,3
35.530369,5_4,3
35.53115,5_4,3
35.532938,5_4,3
35.53326,5_4,3
35.534553,5_4,3
35.535523,4_3,1
35.535523,4_3,1
35.535523,4_3,1
35.535523,4_3,1
